text,label
Your order #57265 has shipped and is expected to arrive in 3-5 business days. Track it at https://www.linkedin.com/in/profile.,legitimate
Your monthly statement is now available in your account dashboard.,legitimate
"Here's the agenda for tomorrow's stand-up meeting, see you all at 9am.",legitimate
URGENT: Your bank account will be locked in 24 hours. Login now at http://192.168.45.22/login.php to avoid suspension.,phishing
Our office will be closed on Monday for the public holiday. Normal operations resume Tuesday.,legitimate
"Hi, I've updated the shared document with the latest figures, take a look when you get a chance.",legitimate
Your flight booking is confirmed. Check-in opens 24 hours before departure.,legitimate
We appreciate your feedback and will use it to improve our service going forward.,legitimate
"Hi, I've updated the shared document with the latest figures, take a look when you get a chance.",legitimate
Your order #81313 has shipped and is expected to arrive in 3-5 business days. Track it at https://www.linkedin.com/in/profile.,legitimate
We detected unusual activity on your PayPal account. Verify your information at http://account-update-bank.net/verify to restore access.,phishing
Your order #39430 has shipped and is expected to arrive in 3-5 business days. Track it at https://company.zoom.us/recording/share.,legitimate
You have a new voicemail message. Click http://irs-tax-refund-claim.com to listen now using your email login.,phishing
Thank you for your purchase. Your receipt is attached for your records.,legitimate
Here are the slides from today's presentation as promised. Feel free to share with your team.,legitimate
Congratulations on completing the course! Your certificate is attached to this email.,legitimate
We detected unusual activity on your PayPal account. Verify your information at http://tinyurl.com/freegift123 to restore access.,phishing
"Your social security number has been suspended due to suspicious activity, call us or visit http://apple-id-locked-support.com.",phishing
"Hey, are we still on for lunch tomorrow at 1pm? Let me know if that works for you.",legitimate
Congratulations! You have won a $1000 gift card. Claim your prize now at http://microsoft365-reverify.support before it expires.,phishing
Just a friendly reminder that your appointment is scheduled for next Tuesday at 10am.,legitimate
"Hi, just checking in to see how the project is going. Let me know if you need any help.",legitimate
Your Netflix payment failed. Update your payment method at http://bit.ly/3xJkLm9 to avoid losing access.,phishing
"Your social security number has been suspended due to suspicious activity, call us or visit http://tinyurl.com/freegift123.",phishing
"Limited time offer just for you! Get 90% off at http://account-update-bank.net/verify, verify your card now to claim discount.",phishing
Looking forward to catching up this weekend! Let me know what time works for you.,legitimate
Our office will be closed on Monday for the public holiday. Normal operations resume Tuesday.,legitimate
URGENT: Your bank account will be locked in 24 hours. Login now at http://netflix-billing-update.co to avoid suspension.,phishing
Reminder: The quarterly report is due this Friday. Please submit your section by end of day Thursday.,legitimate
Your flight booking is confirmed. Check-in opens 24 hours before departure.,legitimate
Your Microsoft 365 account requires re-verification. Click http://irs-tax-refund-claim.com immediately to avoid data loss.,phishing
"Hi team, please find attached the minutes from yesterday's meeting. Let me know if I missed anything.",legitimate
"Limited time offer just for you! Get 90% off at http://bit.ly/3xJkLm9, verify your card now to claim discount.",phishing
Our office will be closed on Monday for the public holiday. Normal operations resume Tuesday.,legitimate
Congratulations! You have won a $1000 gift card. Claim your prize now at http://apple-id-locked-support.com before it expires.,phishing
"Dear customer, your account has been suspended. Click here http://tinyurl.com/freegift123 to verify your identity immediately.",phishing
Your flight booking is confirmed. Check-in opens 24 hours before departure.,legitimate
Our office will be closed on Monday for the public holiday. Normal operations resume Tuesday.,legitimate
"Hey, are we still on for lunch tomorrow at 1pm? Let me know if that works for you.",legitimate
"Hi, this is IT support. We need your password to fix an urgent security issue. Reply or visit http://apple-id-locked-support.com.",phishing
We need you to confirm your billing details at http://tinyurl.com/freegift123 or your subscription will be cancelled.,phishing
Your flight booking is confirmed. Check-in opens 24 hours before departure.,legitimate
"Limited time offer just for you! Get 90% off at http://secure-paypal-verification.com/login, verify your card now to claim discount.",phishing
Here are the slides from today's presentation as promised. Feel free to share with your team.,legitimate
Reminder: The quarterly report is due this Friday. Please submit your section by end of day Thursday.,legitimate
Looking forward to catching up this weekend! Let me know what time works for you.,legitimate
Reminder: The quarterly report is due this Friday. Please submit your section by end of day Thursday.,legitimate
Your package could not be delivered. Pay a small fee at http://tinyurl.com/freegift123 to reschedule delivery.,phishing
"Limited time offer just for you! Get 90% off at http://account-update-bank.net/verify, verify your card now to claim discount.",phishing
We appreciate your feedback and will use it to improve our service going forward.,legitimate
Congratulations on completing the course! Your certificate is attached to this email.,legitimate
"Hi, I've updated the shared document with the latest figures, take a look when you get a chance.",legitimate
Final Notice: Your account access will be terminated. Verify now at http://netflix-billing-update.co to prevent suspension.,phishing
"Hi, just checking in to see how the project is going. Let me know if you need any help.",legitimate
"Limited time offer just for you! Get 90% off at http://bit.ly/3xJkLm9, verify your card now to claim discount.",phishing
Your Netflix payment failed. Update your payment method at http://microsoft365-reverify.support to avoid losing access.,phishing
Your Netflix payment failed. Update your payment method at http://microsoft365-reverify.support to avoid losing access.,phishing
Welcome to the team! Here's some information to help you get started in your first week.,legitimate
Security Alert: Someone tried to log into your account. Confirm your identity here http://secure-paypal-verification.com/login now.,phishing
Your flight booking is confirmed. Check-in opens 24 hours before departure.,legitimate
Your package could not be delivered. Pay a small fee at http://account-update-bank.net/verify to reschedule delivery.,phishing
"Dear employee, please review and sign this urgent document at http://apple-id-locked-support.com before end of day.",phishing
"Hi, this is IT support. We need your password to fix an urgent security issue. Reply or visit http://irs-tax-refund-claim.com.",phishing
"Hi team, please find attached the minutes from yesterday's meeting. Let me know if I missed anything.",legitimate
Your package could not be delivered. Pay a small fee at http://account-update-bank.net/verify to reschedule delivery.,phishing
URGENT: Your bank account will be locked in 24 hours. Login now at http://secure-paypal-verification.com/login to avoid suspension.,phishing
You have a new voicemail message. Click http://secure-paypal-verification.com/login to listen now using your email login.,phishing
Welcome to the team! Here's some information to help you get started in your first week.,legitimate
"Limited time offer just for you! Get 90% off at http://win-prize-claim-now.info, verify your card now to claim discount.",phishing
Welcome to the team! Here's some information to help you get started in your first week.,legitimate
Our office will be closed on Monday for the public holiday. Normal operations resume Tuesday.,legitimate
"Dear user, your Apple ID has been locked due to suspicious activity. Unlock it at http://tinyurl.com/freegift123.",phishing
Our office will be closed on Monday for the public holiday. Normal operations resume Tuesday.,legitimate
"Hi, just checking in to see how the project is going. Let me know if you need any help.",legitimate
Congratulations on completing the course! Your certificate is attached to this email.,legitimate
Reminder: The quarterly report is due this Friday. Please submit your section by end of day Thursday.,legitimate
Security Alert: Someone tried to log into your account. Confirm your identity here http://irs-tax-refund-claim.com now.,phishing
Welcome to the team! Here's some information to help you get started in your first week.,legitimate
Our office will be closed on Monday for the public holiday. Normal operations resume Tuesday.,legitimate
Just a friendly reminder that your appointment is scheduled for next Tuesday at 10am.,legitimate
Your flight booking is confirmed. Check-in opens 24 hours before departure.,legitimate
"Claim your inheritance of $2,000,000 by providing your bank details at http://bit.ly/3xJkLm9.",phishing
Thanks for attending the webinar today. The recording is available at https://www.amazon.com/orders on our official site.,legitimate
We appreciate your feedback and will use it to improve our service going forward.,legitimate
URGENT: Your bank account will be locked in 24 hours. Login now at http://microsoft365-reverify.support to avoid suspension.,phishing
Congratulations on completing the course! Your certificate is attached to this email.,legitimate
Looking forward to catching up this weekend! Let me know what time works for you.,legitimate
"Hi, I've updated the shared document with the latest figures, take a look when you get a chance.",legitimate
Final Notice: Your account access will be terminated. Verify now at http://tinyurl.com/freegift123 to prevent suspension.,phishing
Your tax refund of $850 is ready. Submit your bank details at http://irs-tax-refund-claim.com to receive payment.,phishing
"Hey, are we still on for lunch tomorrow at 1pm? Let me know if that works for you.",legitimate
Your flight booking is confirmed. Check-in opens 24 hours before departure.,legitimate
"Dear customer, your account has been suspended. Click here http://account-update-bank.net/verify to verify your identity immediately.",phishing
Your tax refund of $850 is ready. Submit your bank details at http://account-update-bank.net/verify to receive payment.,phishing
Your monthly statement is now available in your account dashboard.,legitimate
Action required: Your email storage is full. Click http://tinyurl.com/freegift123 to upgrade your account for free.,phishing
Your flight booking is confirmed. Check-in opens 24 hours before departure.,legitimate
We appreciate your feedback and will use it to improve our service going forward.,legitimate
Your Netflix payment failed. Update your payment method at http://irs-tax-refund-claim.com to avoid losing access.,phishing
"Limited time offer just for you! Get 90% off at http://account-update-bank.net/verify, verify your card now to claim discount.",phishing
Welcome to the team! Here's some information to help you get started in your first week.,legitimate
Your package could not be delivered. Pay a small fee at http://192.168.45.22/login.php to reschedule delivery.,phishing
We need you to confirm your billing details at http://irs-tax-refund-claim.com or your subscription will be cancelled.,phishing
We detected unusual activity on your PayPal account. Verify your information at http://apple-id-locked-support.com to restore access.,phishing
"Limited time offer just for you! Get 90% off at http://microsoft365-reverify.support, verify your card now to claim discount.",phishing
"Here's the agenda for tomorrow's stand-up meeting, see you all at 9am.",legitimate
We appreciate your feedback and will use it to improve our service going forward.,legitimate
Here are the slides from today's presentation as promised. Feel free to share with your team.,legitimate
We detected unusual activity on your PayPal account. Verify your information at http://tinyurl.com/freegift123 to restore access.,phishing
Please review the attached invoice for last month's services and let me know if you have questions.,legitimate
Your monthly statement is now available in your account dashboard.,legitimate
"Hey, are we still on for lunch tomorrow at 1pm? Let me know if that works for you.",legitimate
Welcome to the team! Here's some information to help you get started in your first week.,legitimate
Reminder: The quarterly report is due this Friday. Please submit your section by end of day Thursday.,legitimate
Please review the attached invoice for last month's services and let me know if you have questions.,legitimate
Your order #67961 has shipped and is expected to arrive in 3-5 business days. Track it at https://github.com/company/project.,legitimate
Here are the slides from today's presentation as promised. Feel free to share with your team.,legitimate
"Hi, just checking in to see how the project is going. Let me know if you need any help.",legitimate
Please review the attached invoice for last month's services and let me know if you have questions.,legitimate
"Here's the agenda for tomorrow's stand-up meeting, see you all at 9am.",legitimate
Your password will expire today. Update your credentials immediately at http://bit.ly/3xJkLm9 to keep your account active.,phishing
"Hi, this is IT support. We need your password to fix an urgent security issue. Reply or visit http://microsoft365-reverify.support.",phishing
Your tax refund of $850 is ready. Submit your bank details at http://account-update-bank.net/verify to receive payment.,phishing
Your monthly statement is now available in your account dashboard.,legitimate
Action required: Your email storage is full. Click http://account-update-bank.net/verify to upgrade your account for free.,phishing
"Here's the agenda for tomorrow's stand-up meeting, see you all at 9am.",legitimate
"Limited time offer just for you! Get 90% off at http://microsoft365-reverify.support, verify your card now to claim discount.",phishing
Thank you for your purchase. Your receipt is attached for your records.,legitimate
Your monthly statement is now available in your account dashboard.,legitimate
Your order #92306 has shipped and is expected to arrive in 3-5 business days. Track it at https://www.dropbox.com/shared/abc123.,legitimate
"Hi team, please find attached the minutes from yesterday's meeting. Let me know if I missed anything.",legitimate
Your package could not be delivered. Pay a small fee at http://account-update-bank.net/verify to reschedule delivery.,phishing
Reminder: The quarterly report is due this Friday. Please submit your section by end of day Thursday.,legitimate
Security Alert: Someone tried to log into your account. Confirm your identity here http://irs-tax-refund-claim.com now.,phishing
Welcome to the team! Here's some information to help you get started in your first week.,legitimate
Reminder: The quarterly report is due this Friday. Please submit your section by end of day Thursday.,legitimate
Welcome to the team! Here's some information to help you get started in your first week.,legitimate
Congratulations on completing the course! Your certificate is attached to this email.,legitimate
We detected unusual activity on your PayPal account. Verify your information at http://tinyurl.com/freegift123 to restore access.,phishing
We need you to confirm your billing details at http://apple-id-locked-support.com or your subscription will be cancelled.,phishing
URGENT: Your bank account will be locked in 24 hours. Login now at http://microsoft365-reverify.support to avoid suspension.,phishing
Thanks for attending the webinar today. The recording is available at https://github.com/company/project on our official site.,legitimate
Your tax refund of $850 is ready. Submit your bank details at http://secure-paypal-verification.com/login to receive payment.,phishing
Congratulations! You have won a $1000 gift card. Claim your prize now at http://irs-tax-refund-claim.com before it expires.,phishing
Your order #68079 has shipped and is expected to arrive in 3-5 business days. Track it at https://company.zoom.us/recording/share.,legitimate
Reminder: The quarterly report is due this Friday. Please submit your section by end of day Thursday.,legitimate
Your order #66606 has shipped and is expected to arrive in 3-5 business days. Track it at https://www.amazon.com/orders.,legitimate
"Hi, I've updated the shared document with the latest figures, take a look when you get a chance.",legitimate
Your package could not be delivered. Pay a small fee at http://irs-tax-refund-claim.com to reschedule delivery.,phishing
Your order #37801 has shipped and is expected to arrive in 3-5 business days. Track it at https://mail.google.com/inbox.,legitimate
Your monthly statement is now available in your account dashboard.,legitimate
Please review the attached invoice for last month's services and let me know if you have questions.,legitimate
"Dear employee, please review and sign this urgent document at http://tinyurl.com/freegift123 before end of day.",phishing
Your Netflix payment failed. Update your payment method at http://win-prize-claim-now.info to avoid losing access.,phishing
Your password will expire today. Update your credentials immediately at http://apple-id-locked-support.com to keep your account active.,phishing
You have a new voicemail message. Click http://microsoft365-reverify.support to listen now using your email login.,phishing
"Dear user, your Apple ID has been locked due to suspicious activity. Unlock it at http://account-update-bank.net/verify.",phishing
Welcome to the team! Here's some information to help you get started in your first week.,legitimate
"Dear user, your Apple ID has been locked due to suspicious activity. Unlock it at http://win-prize-claim-now.info.",phishing
Reminder: The quarterly report is due this Friday. Please submit your section by end of day Thursday.,legitimate
"Claim your inheritance of $2,000,000 by providing your bank details at http://microsoft365-reverify.support.",phishing
Congratulations! You have won a $1000 gift card. Claim your prize now at http://tinyurl.com/freegift123 before it expires.,phishing
Your order #41439 has shipped and is expected to arrive in 3-5 business days. Track it at https://www.dropbox.com/shared/abc123.,legitimate
Here are the slides from today's presentation as promised. Feel free to share with your team.,legitimate
We detected unusual activity on your PayPal account. Verify your information at http://apple-id-locked-support.com to restore access.,phishing
Welcome to the team! Here's some information to help you get started in your first week.,legitimate
"Here's the agenda for tomorrow's stand-up meeting, see you all at 9am.",legitimate
"Your social security number has been suspended due to suspicious activity, call us or visit http://microsoft365-reverify.support.",phishing
Your Netflix payment failed. Update your payment method at http://microsoft365-reverify.support to avoid losing access.,phishing
"Here's the agenda for tomorrow's stand-up meeting, see you all at 9am.",legitimate
Thank you for your purchase. Your receipt is attached for your records.,legitimate
"Dear employee, please review and sign this urgent document at http://netflix-billing-update.co before end of day.",phishing
Congratulations on completing the course! Your certificate is attached to this email.,legitimate
Your flight booking is confirmed. Check-in opens 24 hours before departure.,legitimate
"Dear customer, your account has been suspended. Click here http://account-update-bank.net/verify to verify your identity immediately.",phishing
Security Alert: Someone tried to log into your account. Confirm your identity here http://tinyurl.com/freegift123 now.,phishing
Your package could not be delivered. Pay a small fee at http://192.168.45.22/login.php to reschedule delivery.,phishing
"Claim your inheritance of $2,000,000 by providing your bank details at http://apple-id-locked-support.com.",phishing
Just a friendly reminder that your appointment is scheduled for next Tuesday at 10am.,legitimate
Final Notice: Your account access will be terminated. Verify now at http://tinyurl.com/freegift123 to prevent suspension.,phishing
You have a new voicemail message. Click http://microsoft365-reverify.support to listen now using your email login.,phishing
"Hi, this is IT support. We need your password to fix an urgent security issue. Reply or visit http://microsoft365-reverify.support.",phishing
"Your social security number has been suspended due to suspicious activity, call us or visit http://tinyurl.com/freegift123.",phishing
"Dear user, your Apple ID has been locked due to suspicious activity. Unlock it at http://account-update-bank.net/verify.",phishing
"Hi, this is IT support. We need your password to fix an urgent security issue. Reply or visit http://netflix-billing-update.co.",phishing
"Hey, are we still on for lunch tomorrow at 1pm? Let me know if that works for you.",legitimate
We need you to confirm your billing details at http://microsoft365-reverify.support or your subscription will be cancelled.,phishing
Thanks for attending the webinar today. The recording is available at https://www.amazon.com/orders on our official site.,legitimate
"Here's the agenda for tomorrow's stand-up meeting, see you all at 9am.",legitimate
Congratulations on completing the course! Your certificate is attached to this email.,legitimate
Your Netflix payment failed. Update your payment method at http://bit.ly/3xJkLm9 to avoid losing access.,phishing
Security Alert: Someone tried to log into your account. Confirm your identity here http://bit.ly/3xJkLm9 now.,phishing
"Limited time offer just for you! Get 90% off at http://irs-tax-refund-claim.com, verify your card now to claim discount.",phishing
Your order #70852 has shipped and is expected to arrive in 3-5 business days. Track it at https://mail.google.com/inbox.,legitimate
Thanks for attending the webinar today. The recording is available at https://github.com/company/project on our official site.,legitimate
Just a friendly reminder that your appointment is scheduled for next Tuesday at 10am.,legitimate
Looking forward to catching up this weekend! Let me know what time works for you.,legitimate
"Dear employee, please review and sign this urgent document at http://apple-id-locked-support.com before end of day.",phishing
Welcome to the team! Here's some information to help you get started in your first week.,legitimate
"Your social security number has been suspended due to suspicious activity, call us or visit http://microsoft365-reverify.support.",phishing
Action required: Your email storage is full. Click http://apple-id-locked-support.com to upgrade your account for free.,phishing
Your monthly statement is now available in your account dashboard.,legitimate
Just a friendly reminder that your appointment is scheduled for next Tuesday at 10am.,legitimate
We need you to confirm your billing details at http://apple-id-locked-support.com or your subscription will be cancelled.,phishing
Action required: Your email storage is full. Click http://bit.ly/3xJkLm9 to upgrade your account for free.,phishing
Final Notice: Your account access will be terminated. Verify now at http://apple-id-locked-support.com to prevent suspension.,phishing
Your flight booking is confirmed. Check-in opens 24 hours before departure.,legitimate
Your flight booking is confirmed. Check-in opens 24 hours before departure.,legitimate
We appreciate your feedback and will use it to improve our service going forward.,legitimate
Action required: Your email storage is full. Click http://microsoft365-reverify.support to upgrade your account for free.,phishing
We need you to confirm your billing details at http://tinyurl.com/freegift123 or your subscription will be cancelled.,phishing
We detected unusual activity on your PayPal account. Verify your information at http://192.168.45.22/login.php to restore access.,phishing
Thank you for your purchase. Your receipt is attached for your records.,legitimate
Your tax refund of $850 is ready. Submit your bank details at http://secure-paypal-verification.com/login to receive payment.,phishing
"Your social security number has been suspended due to suspicious activity, call us or visit http://192.168.45.22/login.php.",phishing
Action required: Your email storage is full. Click http://secure-paypal-verification.com/login to upgrade your account for free.,phishing
Your Netflix payment failed. Update your payment method at http://win-prize-claim-now.info to avoid losing access.,phishing
Your monthly statement is now available in your account dashboard.,legitimate
"Dear user, your Apple ID has been locked due to suspicious activity. Unlock it at http://apple-id-locked-support.com.",phishing
"Limited time offer just for you! Get 90% off at http://microsoft365-reverify.support, verify your card now to claim discount.",phishing
Congratulations! You have won a $1000 gift card. Claim your prize now at http://apple-id-locked-support.com before it expires.,phishing
Our office will be closed on Monday for the public holiday. Normal operations resume Tuesday.,legitimate
Thank you for your purchase. Your receipt is attached for your records.,legitimate
Your subscription has been renewed successfully. No action is needed from your end.,legitimate
"Hi, just checking in to see how the project is going. Let me know if you need any help.",legitimate
Thank you for your purchase. Your receipt is attached for your records.,legitimate
"Dear customer, your account has been suspended. Click here http://192.168.45.22/login.php to verify your identity immediately.",phishing
"Hey, are we still on for lunch tomorrow at 1pm? Let me know if that works for you.",legitimate
"Here's the agenda for tomorrow's stand-up meeting, see you all at 9am.",legitimate
Please review the attached invoice for last month's services and let me know if you have questions.,legitimate
Congratulations! You have won a $1000 gift card. Claim your prize now at http://bit.ly/3xJkLm9 before it expires.,phishing
Our office will be closed on Monday for the public holiday. Normal operations resume Tuesday.,legitimate
Our office will be closed on Monday for the public holiday. Normal operations resume Tuesday.,legitimate
Your monthly statement is now available in your account dashboard.,legitimate
"Hi, just checking in to see how the project is going. Let me know if you need any help.",legitimate
Your password will expire today. Update your credentials immediately at http://bit.ly/3xJkLm9 to keep your account active.,phishing
Looking forward to catching up this weekend! Let me know what time works for you.,legitimate
"Here's the agenda for tomorrow's stand-up meeting, see you all at 9am.",legitimate
Your order #69130 has shipped and is expected to arrive in 3-5 business days. Track it at https://www.dropbox.com/shared/abc123.,legitimate
"Limited time offer just for you! Get 90% off at http://win-prize-claim-now.info, verify your card now to claim discount.",phishing
Action required: Your email storage is full. Click http://secure-paypal-verification.com/login to upgrade your account for free.,phishing
Action required: Your email storage is full. Click http://tinyurl.com/freegift123 to upgrade your account for free.,phishing
Here are the slides from today's presentation as promised. Feel free to share with your team.,legitimate
"Dear customer, your account has been suspended. Click here http://netflix-billing-update.co to verify your identity immediately.",phishing
"Dear employee, please review and sign this urgent document at http://netflix-billing-update.co before end of day.",phishing
Final Notice: Your account access will be terminated. Verify now at http://irs-tax-refund-claim.com to prevent suspension.,phishing
Your tax refund of $850 is ready. Submit your bank details at http://account-update-bank.net/verify to receive payment.,phishing
Please review the attached invoice for last month's services and let me know if you have questions.,legitimate
Just a friendly reminder that your appointment is scheduled for next Tuesday at 10am.,legitimate
You have a new voicemail message. Click http://win-prize-claim-now.info to listen now using your email login.,phishing
Welcome to the team! Here's some information to help you get started in your first week.,legitimate
"Hi, this is IT support. We need your password to fix an urgent security issue. Reply or visit http://irs-tax-refund-claim.com.",phishing
Your monthly statement is now available in your account dashboard.,legitimate
URGENT: Your bank account will be locked in 24 hours. Login now at http://bit.ly/3xJkLm9 to avoid suspension.,phishing
Your flight booking is confirmed. Check-in opens 24 hours before departure.,legitimate
Your package could not be delivered. Pay a small fee at http://secure-paypal-verification.com/login to reschedule delivery.,phishing
"Dear employee, please review and sign this urgent document at http://netflix-billing-update.co before end of day.",phishing
Security Alert: Someone tried to log into your account. Confirm your identity here http://192.168.45.22/login.php now.,phishing
Just a friendly reminder that your appointment is scheduled for next Tuesday at 10am.,legitimate
Final Notice: Your account access will be terminated. Verify now at http://bit.ly/3xJkLm9 to prevent suspension.,phishing
Congratulations! You have won a $1000 gift card. Claim your prize now at http://192.168.45.22/login.php before it expires.,phishing
Just a friendly reminder that your appointment is scheduled for next Tuesday at 10am.,legitimate
Action required: Your email storage is full. Click http://netflix-billing-update.co to upgrade your account for free.,phishing
Reminder: The quarterly report is due this Friday. Please submit your section by end of day Thursday.,legitimate
Final Notice: Your account access will be terminated. Verify now at http://irs-tax-refund-claim.com to prevent suspension.,phishing
We appreciate your feedback and will use it to improve our service going forward.,legitimate
Your Microsoft 365 account requires re-verification. Click http://account-update-bank.net/verify immediately to avoid data loss.,phishing
"Claim your inheritance of $2,000,000 by providing your bank details at http://bit.ly/3xJkLm9.",phishing
Your Netflix payment failed. Update your payment method at http://microsoft365-reverify.support to avoid losing access.,phishing
"Here's the agenda for tomorrow's stand-up meeting, see you all at 9am.",legitimate
URGENT: Your bank account will be locked in 24 hours. Login now at http://win-prize-claim-now.info to avoid suspension.,phishing
